registro_id,data_registro,linha_producao,turno,maquina,idade_maquina_anos,temperatura_valor,unidade_temperatura,pressao_valor,unidade_pressao,vibracao_motor_mm_s,velocidade_esteira_m_min,umidade_pct,tamanho_lote,tempo_setup_min,paradas_nao_planejadas,taxa_defeitos_pct,energia_sensor_b_kwh,codigo_campanha,ruido_aleatorio,consumo_energia_kwh,falha_24h
REG-00302,03-17-2025 12:00,L-B,tarde,M02,3,1497.36,F,6.706,bar,2.297,40.68,55.69,1452,21.28,0,3.569,453.75,C99,-0.6922636288411202,460.73,0
REG-00303,2025-03-17 18:00:00,linha b,T,M04,9,1437.07,F,93.216,psi,2.358,36.31,55.21,3213,40.92,2,1.836,487.67,B07,-0.5480223263456659,483.65,0
REG-00304,18/03/2025 00:00,Linha C,N,M01,5,768.26,C,5.476,bar,2.818,42.96,67.46,3962,36.5,2,0.924,505.82,C99,-0.7466159816479937,502.86,0
REG-00305,03-18-2025 06:00,Linha B,TARDE,M06,6,808.18,C,7.328,bar,2.138,41.33,70.71,2915,57.92,1,3.801,558.77,B07,0.19082127186492498,543.07,0
REG-00306,2025-03-18 12:00:00,L-A,NOITE,M07,13,761.85,C,5.415,bar,3.199,44.47,52.75,825,52.31,0,2.386,468.78,X00,0.21144208103522996,462.32,0
REG-00307,18/03/2025 18:00,,T,M08,2,782.21,C,5.801,bar,2.101,42.9,64.79,844,49.75,0,1.727,507.85,A12,-1.6740748681552187,499.38,0
REG-00308,03-19-2025 00:00,L-A,Matutino,M03,6,1380.34,F,5.023,bar,"2,291",42.93,41.78,3612,45.82,0,2.344,486.52,B07,0.8045980620611511,"479,51",0
REG-00309,2025-03-19 06:00:00,Linha A,Noite,M03,3,758.4,C,4.533,bar,1.756,35.49,64.21,4570,32.17,0,2.612,477.94,A12,0.016123706326332008,"487,66",0
REG-00310,19/03/2025 12:00,B,manha,M05,8,788.38,C,91.505,psi,2.526,44.22,48.13,2242,46.2,0,3.126,485.78,C99,0.35764141350861095,494.34,0
REG-00311,03-19-2025 18:00,linha a,Manhã,M06,5,759.16,C,5.415,bar,2.552,40.51,40.78,3084,49.75,0,1.331,543.87,B07,0.7448263348685243,538.34,0
REG-00312,2025-03-20 00:00:00,linha a,Tarde,M08,1,772.24,C,6.156,bar,1.332,41.25,52.77,4721,50.52,0,0.711,532.25,B07,-0.7669697193401658,522.19,0
REG-00313,20/03/2025 06:00,linha_A,Noite,M01,2,742.75,C,4.322,bar,1.703,46.72,71.81,4265,35.81,0,1.357,510.44,A12,1.2589056893158195,504.75,0
REG-00314,03-20-2025 12:00,linha_A,NOITE,M02,13,1374.05,F,5.474,bar,3.195,38.76,57.17,3070,30.83,1,2.373,506.51,X00,-0.14179355708717323,505.84,0
REG-00315,2025-03-20 18:00:00,L-A,Manhã,M03,1,793.58,C,98.549,psi,2.019,48.08,72.96,3553,15.59,1,3.644,521.18,A12,1.5125472265669353,515.38,0
REG-00316,21/03/2025 00:00,A,M,M03,12,751.8,C,5.692,bar,3.015,48.5,46.02,4837,45.48,0,1.668,560.08,X00,-0.8939324352811749,554.38,0
REG-00317,03-21-2025 06:00,B,,M04,14,767.05,C,5.693,bar,4.134,45.39,67.57,4146,23.75,1,1.961,532.74,X00,1.4382466069308903,518.72,0
REG-00318,2025-03-21 12:00:00,linha_A,manha,M07,7,1437.37,F,6.478,bar,2.34,37.59,47.17,2546,64.94,1,1.74,523.71,X00,-0.9039840243675579,510.27,0
REG-00319,21/03/2025 18:00,L-C,M,M01,5,748.07,C,4.627,bar,2.043,32.16,57.7,3710,48.16,1,1.84,521.11,B07,2.5487812866055903,517.77,0
REG-00320,03-22-2025 00:00,C,M,M07,12,753.41,C,5.552,bar,2.983,46.85,57.6,2181,41.77,0,2.101,496.39,C99,-0.9518337633840985,489.45,0
REG-00321,2025-03-22 06:00:00,Linha B,T,M05,15,783.52,C,5.936,bar,2.858,42.5,62.94,4668,39.68,1,1.522,561.81,X00,1.0565867204553927,551.33,1
REG-00322,22/03/2025 12:00,linha_A,Noite,M05,2,757.26,C,4.84,bar,1.293,,58.01,1192,49.74,0,2.53,464.94,A12,-0.3623942236925023,"454,72",0
REG-00323,03-22-2025 18:00,linha_B,Noturno,M06,15,777.95,C,,bar,3.211,47.28,46.13,1747,39.64,2,2.39,561.37,A12,0.7150223836665484,540.05,0
REG-00324,2025-03-23 00:00:00,linha c,N,M01,15,726.11,C,65.053,psi,3.961,38.12,65.56,2253,40.78,1,5.33,506.9,A12,-0.04052506712566763,499.63,0
REG-00325,23/03/2025 06:00,linha b,Manhã,M06,3,771.42,C,5.554,bar,1.875,40.09,75.78,1648,29.41,0,0.903,455.78,X00,-1.0912303753627135,439.84,0
REG-00326,03-23-2025 12:00,linha_C,T,M02,1,,C,5.671,bar,1.412,44.36,47.99,3299,37.57,1,2.861,493.97,A12,-2.7968301573124212,495.82,0
REG-00327,2025-03-23 18:00:00,linha_B,T,M05,11,819.31,C,6.646,bar,3.482,36.99,32.98,3792,55.65,0,4.787,601.48,X00,2.507583296192893,597.62,0
REG-00328,24/03/2025 00:00,B,M,M06,2,774.55,C,75.303,psi,2.458,41.51,60.99,4539,51.71,0,1.546,543.03,X00,0.07302422561501296,551.84,0
REG-00329,03-24-2025 06:00,linha a,MANHA,M05,10,712.98,C,4.57,bar,3.365,46.9,51.03,2905,59.54,1,3.527,561.89,X00,-2.943530077933057,552.39,0
REG-00330,2025-03-24 12:00:00,L-B,Manhã,M03,1,771.31,C,6.156,bar,1.246,42.95,53.43,3409,225.32227874575472,3,1.436,527.07,C99,0.3026086064649067,514.17,0
REG-00331,24/03/2025 18:00,L-A,Matutino,M04,11,804.31,C,93.725,psi,2.707,47.61,61.67,3316,60.45,1,2.446,532.14,C99,0.6895866565298266,544.42,0
REG-00332,03-25-2025 00:00,linha_B,Vespertino,M04,4,801.59,C,6.747,bar,2.836,47.1,49.52,814,31.75,1,3.042,477.48,C99,-0.7150807835139983,468.94,0
REG-00333,2025-03-25 06:00:00,C,Noturno,M01,2,736.4,C,5.149,bar,1.869,42.03,51.77,3775,15.55,0,2.515,479.8,C99,-0.7083545379036053,467.95,0
REG-00334,25/03/2025 12:00,A,MANHA,M06,1,765.64,C,5.816,bar,1.51,31.48,53.8,897,28.15,0,0.401,452.14,X00,-0.019841847039983276,441.15,0
REG-00335,03-25-2025 18:00,Linha B,Tarde,M01,3,772.64,C,5.931,bar,2.213,37.02,72.64,3099,28.92,2,3.613,501.16,B07,1.2025942307621749,503.18,0
REG-00336,2025-03-26 00:00:00,L-A,N,M04,9,738.63,C,5.242,bar,3.123,45.44,55.36,4999,38.22,1,2.623,543.83,X00,0.09996011982302666,529.7,0
REG-00337,26/03/2025 06:00,linha b,noite,M06,2,1426.51,F,5.686,bar,1.503,35.02,40.17,4108,25.89,1,2.006,494.73,B07,1.4632253043424857,487.34,0
REG-00338,03-26-2025 12:00,linha a,,M01,13,764.65,C,,bar,3.289,40.53,40.65,2927,45.07,1,1.525,533.01,A12,1.1312191725302414,520.47,0
REG-00339,2025-03-26 18:00:00,L-C,T,M08,10,1332.14,F,63.277,psi,3.217,43.52,56.67,2139,54.44,1,3.229,541.64,X00,-0.22878477426350974,534.63,0
REG-00340,27/03/2025 00:00,linha a,noite,M04,5,742.32,C,4.874,bar,1.628,48.61,41.45,4316,61.58,0,2.043,511.51,C99,-1.5705237591931707,500.95,0
REG-00341,03-27-2025 06:00,linha c,MANHA,M01,15,743.19,C,4.859,bar,3.456,39.41,36.25,4407,32.3,0,2.663,531.69,A12,-0.22667083879635339,515.09,0
REG-00342,2025-03-27 12:00:00,linha_C,T,M06,10,,C,75.204,psi,2.299,39.1,62.63,2345,31.55,1,2.182,520.71,A12,0.5264824003950203,514.62,0
REG-00343,27/03/2025 18:00,linha_B,Matutino,M05,11,780.11,C,6.115,bar,2.487,41.76,63.21,1252,38.7,0,2.592,481.59,A12,0.0598934763794693,472.23,0
REG-00344,03-28-2025 00:00,C,Vespertino,M06,3,1353.44,F,,psi,1.637,43.58,,3245,47.79,0,2.739,500.06,C99,0.6344248316912947,482.82,0
REG-00345,2025-03-28 06:00:00,linha c,T,M07,11,768.85,C,6.046,bar,3.145,41.31,58.52,3462,45.74,0,2.399,548.84,X00,0.8634199761497202,541.77,0
REG-00346,28/03/2025 12:00,Linha C,MANHA,M04,9,721.69,C,4.009,bar,2.525,,57.26,4723,37.11,2,3.259,508.63,B07,0.5308585534158851,509.98,0
REG-00347,03-28-2025 18:00,L-A,NOITE,M07,15,792.57,C,6.401,bar,3.158,38.4,140.0,4538,61.6,1,3.023,593.81,A12,-0.2753285540523256,579.71,0
REG-00348,2025-03-29 00:00:00,L-B,Manhã,M03,8,742.12,C,70.491,psi,,42.54,62.26,1762,56.08,2,2.399,518.75,X00,0.5198834749920122,499.77,0
REG-00349,29/03/2025 06:00,L-A,MANHA,M05,11,735.33,C,70.856,psi,2.414,44.0,23.73,1861,47.97,1,3.36,472.67,C99,2.235484231528939,455.53,0
REG-00350,03-29-2025 12:00,L-B,manha,M02,6,1436.92,F,5.374,bar,2.473,40.2,52.11,4987,32.41,1,2.389,543.47,C99,-1.4898795606710118,529.8,0
REG-00351,2025-03-29 18:00:00,A,tarde,M05,1,797.96,C,6.951,bar,2.139,45.78,61.21,2172,39.44,1,2.663,471.42,A12,0.48728746689145996,482.92,0
REG-00352,30/03/2025 00:00,L-B,Manhã,M03,2,778.67,C,5.823,bar,1.724,42.67,50.07,2725,34.6,0,1.847,487.25,C99,1.8320032850557326,485.07,0
REG-00353,03-30-2025 06:00,L-B,T,M06,14,796.13,C,7.011,bar,3.229,45.55,55.43,2082,48.91,2,3.059,572.66,B07,-1.1745899960844401,568.8,0
REG-00354,2025-03-30 12:00:00,L-B,manha,M07,12,773.32,C,83.137,psi,3.228,42.87,64.01,2452,43.25,1,2.238,565.88,A12,1.0011000918459154,557.16,0
REG-00355,30/03/2025 18:00,L-B,noite,M07,6,762.52,C,5.559,bar,1.367,43.69,55.97,3169,53.3,1,1.667,548.69,B07,1.134717244566627,527.28,0
REG-00356,03-31-2025 00:00,Linha C,N,M08,11,742.18,C,,psi,3.172,39.15,73.1,2028,51.2,2,2.43,550.62,A12,-1.4768461549088636,551.0,0
REG-00357,2025-03-31 06:00:00,L-C,tarde,M01,1,734.19,C,4.629,bar,3.026,39.16,68.52,2534,48.63,0,3.335,530.56,B07,0.7123617144181911,505.05,0
REG-00358,31/03/2025 12:00,linha_B,T,M02,1,762.98,C,6.023,bar,1.575,-20.0,53.58,2281,52.24,1,2.27,510.75,X00,-0.2713159011611296,"506,21",0
REG-00359,03-31-2025 18:00,B,NOITE,M08,8,788.23,C,6.361,bar,2.486,44.86,52.62,1253,50.11,0,3.562,453.44,X00,-0.060445796509853024,452.78,0
REG-00360,2025-04-01 00:00:00,C,N,M04,10,730.78,C,4.769,bar,3.135,37.4,20.8,4104,40.92,0,2.542,560.73,C99,-0.3249547252196993,545.78,0
REG-00361,01/04/2025 06:00,L-A,T,M01,15,773.75,C,5.937,bar,4.19,42.81,140.0,4543,65.48,3,3.343,608.06,X00,1.3126890914346314,591.79,0
REG-00362,04-01-2025 12:00,A,Noturno,M03,12,1363.22,F,75.184,psi,3.499,31.32,38.76,2866,54.99,1,1.593,575.7,X00,-0.11212102039942726,562.07,0
REG-00363,2025-04-01 18:00:00,A,N,M07,4,768.33,C,79.918,psi,1.05,39.42,57.65,1659,71.04,0,2.197,525.46,A12,-0.463313534650632,523.76,0
REG-00364,02/04/2025 00:00,linha_B,Noturno,M03,13,772.2,C,80.086,psi,3.444,46.32,,3500,54.32,0,1.129,523.9,B07,-0.44637551334220976,512.2,0
REG-00365,04-02-2025 06:00,Linha A,Vespertino,M01,8,793.32,C,6.276,bar,3.697,41.44,63.35,3043,52.97,0,2.305,541.61,B07,-0.34098995588908926,541.75,0
REG-00366,2025-04-02 12:00:00,linha_C,Matutino,M06,13,1379.89,F,5.2,bar,3.47,42.53,71.76,3115,54.09,1,2.826,584.97,C99,-1.0795355199305365,582.61,0
REG-00367,02/04/2025 18:00,Linha B,M,M02,3,1463.44,F,6.48,bar,1.37,28.43,54.68,3298,37.41,0,2.123,543.23,X00,-0.4721340575694767,535.95,0
REG-00368,04-03-2025 00:00,linha a,Vespertino,M03,1,754.4,C,5.581,bar,1.757,40.23,82.36,3815,33.09,0,1.34,483.42,X00,0.11766962470341936,482.73,0
REG-00369,2025-04-03 06:00:00,L-C,Vespertino,M01,1,1394.62,F,5.867,bar,1.054,43.52,57.79,971,39.73,0,1.44,457.25,A12,0.40438141998251104,442.19,0
REG-00370,03/04/2025 12:00,L-C,Tarde,M05,15,1361.01,F,65.393,psi,4.005,44.09,39.28,1217,59.25,0,3.576,503.38,C99,1.2040390578428064,500.5,0
REG-00371,04-03-2025 18:00,linha_A,,M04,2,760.56,C,5.26,bar,1.33,46.33,48.26,1201,51.25,0,1.003,478.17,A12,0.24097889954175689,472.84,0
REG-00372,2025-04-04 00:00:00,linha a,Vespertino,M07,15,1405.91,F,5.096,bar,3.483,41.05,50.53,1449,56.71,0,1.935,529.74,B07,-0.4744697295968686,528.85,0
REG-00373,04/04/2025 06:00,Linha A,Noite,M03,11,749.93,C,5.909,bar,2.544,41.25,62.11,4881,42.65,2,2.021,591.17,B07,-1.0110399938149581,574.26,0
REG-00374,04-04-2025 12:00,linha a,MANHA,M02,3,733.12,C,4.8,bar,1.644,36.01,43.63,3866,34.68,1,3.31,466.26,C99,0.29448688080660185,464.62,0
REG-00375,2025-04-04 18:00:00,A,MANHA,M02,13,1345.2,F,68.96,psi,3.859,41.08,51.42,3590,34.72,2,4.145,553.65,X00,-0.11737078075783812,536.46,0
REG-00376,05/04/2025 00:00,linha c,NOITE,M02,3,708.88,C,3.497,bar,,36.32,53.07,3735,58.53,0,2.179,521.6,X00,-0.0843172440141746,505.47,0
REG-00377,04-05-2025 06:00,linha b,N,M04,3,1403.57,F,5.559,bar,1.638,33.68,,940,32.11,0,2.337,453.93,B07,0.26252951714809775,450.73,0
REG-00378,2025-04-05 12:00:00,linha_A,noite,M01,9,1425.73,F,6.107,bar,2.155,37.12,64.74,1695,57.41,0,1.398,519.06,C99,0.5193890812447299,511.15,0
REG-00379,05/04/2025 18:00,B,noite,M04,5,752.23,C,,psi,1.308,48.79,62.7,4135,44.32,0,2.112,539.27,A12,0.26973522413647033,535.03,0
REG-00380,04-06-2025 00:00,L-B,Noturno,M07,5,756.37,C,,psi,1.587,,69.0,2743,44.64,1,1.265,542.18,A12,-0.17051810324470135,529.87,0
REG-00381,2025-04-06 06:00:00,L-C,MANHA,M07,3,775.24,C,,bar,"1,940",42.99,51.03,2935,37.19,1,2.238,501.85,X00,-0.801381804043432,495.97,0
REG-00382,06/04/2025 12:00,C,T,M06,10,744.54,C,4.705,bar,3.241,39.69,69.43,3951,37.55,1,4.433,522.97,X00,-0.6127847688760355,"518,53",0
REG-00383,04-06-2025 18:00,L-B,Matutino,M08,1,778.78,C,5.706,bar,1.378,33.94,38.63,1115,24.58,0,2.071,441.07,X00,0.8482598251254296,434.18,0
REG-00384,2025-04-07 00:00:00,linha_A,TARDE,M07,4,779.56,C,5.78,bar,2.727,46.21,38.34,4154,60.54,0,1.783,508.04,B07,-0.4235862383967205,513.0,0
REG-00385,07/04/2025 06:00,L-C,Noturno,M06,9,762.93,C,6.15,bar,2.347,32.23,40.43,3659,47.17,3,1.77,567.73,C99,-1.3460427924374614,559.94,1
REG-00386,04-07-2025 12:00,linha b,tarde,M07,8,758.6,C,5.823,bar,2.433,39.5,55.11,2495,58.1,2,0.936,598.67,A12,1.1595746815122325,584.7,0
REG-00387,2025-04-07 18:00:00,L-C,TARDE,M01,11,751.84,C,5.208,bar,2.444,41.75,69.43,2897,64.82,0,2.975,497.62,C99,-0.9423784922308193,489.18,0
REG-00388,08/04/2025 00:00,linha a,M,M07,4,1338.57,F,65.107,psi,2.466,43.04,47.77,1111,34.87,0,3.089,463.25,B07,0.03524710380702231,448.91,0
REG-00389,04-08-2025 06:00,Linha C,MANHA,M03,10,787.03,C,6.025,bar,3.744,38.73,49.28,1660,52.08,2,2.299,542.44,X00,0.49116308520945146,537.4,0
REG-00390,2025-04-08 12:00:00,B,Manhã,M06,12,744.29,C,5.34,bar,2.267,33.73,52.41,1834,49.94,2,1.753,526.74,B07,0.003218375537777873,"522,57",0
REG-00391,08/04/2025 18:00,A,manha,M08,6,1357.05,F,4.651,bar,-1,38.4,61.87,4486,28.31,0,2.521,468.21,C99,-2.4781378957115345,470.1,0
REG-00392,04-09-2025 00:00,B,noite,M04,4,762.27,C,5.477,bar,2.589,38.63,49.27,1273,37.57,2,2.525,469.18,C99,0.39048799660672645,465.45,0
REG-00393,2025-04-09 06:00:00,linha b,Tarde,M01,9,759.06,C,5.685,bar,2.019,38.52,48.6,2023,52.85,0,0.902,490.48,X00,1.3264632501254123,467.74,0
REG-00394,09/04/2025 12:00,linha a,Noturno,M03,9,1449.22,F,90.716,psi,2.925,46.37,38.86,1353,39.81,3,3.6,566.33,A12,0.7865322279998569,555.79,0
REG-00395,04-09-2025 18:00,linha_B,NOITE,M04,2,824.6,C,106.688,psi,2.31,36.54,48.14,1995,33.5,0,3.522,474.87,B07,-2.123993981995468,472.47,0
REG-00396,2025-04-10 00:00:00,linha c,Manhã,M08,9,734.44,C,68.702,psi,2.705,43.35,69.13,844,43.72,2,2.245,478.63,B07,2.127244323002701,479.49,0
REG-00397,10/04/2025 06:00,L-A,manha,M-erro,3,731.23,C,,bar,2.138,42.71,56.09,1945,63.94,0,2.354,545.55,A12,-1.3258515519343088,550.08,0
REG-00398,04-10-2025 12:00,linha b,Noite,M05,9,740.74,C,,bar,"3,462",46.32,46.12,3839,23.79,1,4.097,488.88,X00,-1.0784194596445453,488.2,0
REG-00399,2025-04-10 18:00:00,Linha B,,M08,14,,C,86.488,psi,4.197,41.4,69.83,4023,57.82,1,1.487,589.84,X00,0.7818775935372912,575.14,1
REG-00400,11/04/2025 00:00,Linha A,Noite,M04,9,757.31,C,5.7,bar,,,47.98,2393,42.76,0,1.317,521.37,A12,0.45284145089231687,517.03,0
REG-00401,04-11-2025 06:00,linha c,manha,M04,12,731.28,C,66.258,psi,2.82,41.23,72.04,3765,41.71,1,3.602,539.51,C99,0.08033510523980861,539.09,0
REG-00402,2025-04-11 12:00:00,linha_C,Noite,M07,5,754.98,C,5.102,bar,"1,736",43.95,,3398,37.67,0,2.002,462.19,X00,-0.5694062421964425,462.05,0
REG-00403,11/04/2025 18:00,A,NOITE,M06,14,770.11,C,6.032,bar,3.76,35.24,55.67,4593,59.81,2,1.894,588.68,B07,1.3308567282298165,574.86,0
REG-00404,04-12-2025 00:00,L-C,M,M05,13,748.82,C,5.224,bar,2.573,30.13,37.02,4179,59.29,0,2.772,552.98,C99,-0.039325850181639976,545.45,0
REG-00405,2025-04-12 06:00:00,linha_C,Matutino,M04,14,737.31,C,4.321,bar,3.206,43.7,82.47,1763,54.03,1,3.594,551.97,C99,-1.5658170096245527,548.75,0
REG-00406,12/04/2025 12:00,Linha A,noite,M06,12,743.17,C,4.88,bar,"3,106",43.94,59.65,3272,62.51,1,2.871,533.11,A12,1.2322999499784633,527.66,0
REG-00407,04-12-2025 18:00,Linha C,Manhã,M07,10,1390.97,F,5.321,bar,2.574,44.14,51.11,4102,62.23,0,1.453,558.19,X00,0.21928499296717477,"532,56",0
REG-00408,2025-04-13 00:00:00,linha_A,TARDE,M04,8,768.23,C,5.568,bar,2.666,39.64,66.47,2083,54.4,1,1.482,547.57,X00,1.1150067072879695,529.87,0
REG-00409,13/04/2025 06:00,C,sem_info,M01,14,1421.58,F,6.378,bar,4.474,48.7,63.43,3206,45.25,1,2.893,576.43,B07,0.5725486234558245,556.34,0
REG-00410,04-13-2025 12:00,L-B,manha,M01,13,787.22,C,94.051,psi,3.135,39.93,70.73,2481,56.53,0,1.626,536.71,B07,2.391622746205688,542.58,0
REG-00411,2025-04-13 18:00:00,linha b,NOITE,M02,7,1391.73,F,5.843,bar,2.214,43.89,47.05,2096,49.39,0,2.765,483.28,X00,-0.30997027179222764,477.33,0
REG-00412,14/04/2025 00:00,linha_A,N,M04,2,737.18,C,4.908,bar,2.217,44.68,58.82,1637,27.61,1,3.784,453.81,X00,0.01609324132121902,452.18,0
REG-00413,04-14-2025 06:00,L-C,Vespertino,M05,1,742.4,C,5.0,bar,1.738,49.73,40.77,948,17.37,0,2.126,438.85,A12,0.7198306439597918,428.07,0
REG-00414,2025-04-14 12:00:00,linha a,NOITE,M07,4,,C,4.692,bar,2.668,40.57,63.0,3949,15.53,0,2.555,514.5,B07,-0.30379228580670764,498.55,0
REG-00415,14/04/2025 18:00,L-A,Manhã,M02,1,768.59,C,5.762,bar,"1,704",39.06,54.72,4239,37.04,1,2.576,528.27,C99,0.8026377088302911,517.89,0
REG-00416,04-15-2025 00:00,Linha A,manha,M07,4,1402.38,F,5.544,bar,"1,908",35.26,58.37,3537,43.38,2,3.238,534.87,A12,-2.947413065987675,533.84,0
REG-00417,2025-04-15 06:00:00,linha c,tarde,M06,2,775.79,C,5.495,bar,0.957,48.99,53.24,1812,246.77688747342552,0,2.967,426.42,X00,-0.07278325582567634,425.33,0
REG-00418,15/04/2025 12:00,linha a,Noturno,M01,15,770.14,C,81.443,psi,2.721,43.9,51.99,879,65.55,0,0.558,559.35,A12,-0.10299246866645724,546.19,0
REG-00419,04-15-2025 18:00,L-C,manha,M03,2,1376.16,F,4.99,bar,0.934,44.04,44.58,3453,39.23,2,2.158,531.53,X00,-0.13921521348813812,518.0,0
REG-00420,2025-04-16 00:00:00,L-B,Matutino,M03,10,794.6,C,96.923,psi,2.971,56.03,64.49,1639,63.19,1,3.204,572.93,A12,-0.8769269485084461,563.35,0
REG-00421,16/04/2025 06:00,,T,M08,6,776.46,C,6.155,bar,1.667,43.46,72.88,3105,46.65,1,1.675,532.56,X00,0.9061228385462992,523.67,0
REG-00422,04-16-2025 12:00,linha_A,noite,M08,3,1407.61,F,5.423,bar,2.455,36.14,48.32,4874,25.8,1,2.895,529.53,A12,-0.5044448237719364,521.31,0
REG-00423,2025-04-16 18:00:00,linha_A,Matutino,M07,11,781.65,C,6.314,bar,2.944,41.12,61.64,818,53.7,2,3.65,499.87,C99,0.20027440007198594,490.36,0
REG-00424,17/04/2025 00:00,B,TARDE,M05,15,788.07,C,6.278,bar,"3,340",37.61,60.19,3224,61.04,4,2.569,568.19,B07,-0.03716363971435488,554.15,0
REG-00425,04-17-2025 06:00,,N,M04,12,745.52,C,4.061,bar,2.68,40.22,55.1,4976,42.83,0,2.144,561.92,B07,0.5003642078537972,548.65,0
REG-00426,2025-04-17 12:00:00,,tarde,M03,15,752.92,C,5.118,bar,"3,730",40.19,36.68,2204,35.69,0,1.915,493.55,A12,1.430960798903887,486.07,0
REG-00427,17/04/2025 18:00,C,Matutino,M07,9,755.65,C,5.747,bar,2.308,39.36,39.38,4220,47.0,0,1.691,536.7,C99,0.1951038552133674,529.15,0
REG-00428,04-18-2025 00:00,L-A,M,M01,11,777.27,C,5.429,bar,2.487,35.73,45.63,4278,36.19,2,2.012,521.18,C99,0.8413970263814929,514.16,0
REG-00429,2025-04-18 06:00:00,linha c,TARDE,M03,3,755.09,C,78.206,psi,2.425,49.17,29.33,2843,52.05,1,2.635,505.13,B07,0.14487017183958753,503.81,0
REG-00430,18/04/2025 12:00,Linha C,Tarde,M02,13,779.54,C,96.321,psi,3.35,43.34,71.9,2088,45.71,0,1.744,532.59,B07,-0.5060081939264898,530.97,0
REG-00431,04-18-2025 18:00,L-C,NOITE,M04,12,715.54,C,3.9,bar,2.954,40.99,59.41,3657,70.1,2,1.83,614.74,C99,-0.14155753655994124,601.37,0
REG-00432,2025-04-19 00:00:00,L-B,TARDE,M03,4,785.0,C,6.251,bar,2.309,,54.64,3401,14.31,1,1.197,476.52,C99,-0.28354238142281224,475.1,0
REG-00433,19/04/2025 06:00,linha c,Noite,M02,6,750.28,C,4.752,bar,2.284,44.12,28.72,2801,43.82,0,1.295,520.84,C99,0.5681621319195349,506.73,0
REG-00434,04-19-2025 12:00,L-A,noite,M04,10,749.91,C,5.767,bar,2.972,43.24,33.11,1609,64.15,1,1.887,538.93,A12,0.106652042269184,531.37,0
REG-00435,2025-04-19 18:00:00,A,TARDE,M07,1,810.91,C,6.998,bar,1.262,45.08,54.97,3927,25.52,0,3.238,511.38,C99,-0.7942645825620018,497.37,0
REG-00436,20/04/2025 00:00,A,Tarde,M05,13,766.81,C,5.721,bar,4.122,42.6,78.65,1687,48.69,2,1.729,585.95,B07,-0.22196226411320275,572.27,0
REG-00437,04-20-2025 06:00,Linha B,Noite,M07,5,1424.59,F,92.59,psi,1.889,45.02,46.62,1364,36.16,1,1.075,488.49,B07,-1.5259166990760864,474.63,0
REG-00438,2025-04-20 12:00:00,linha b,MANHA,M08,2,773.47,C,88.989,psi,2.46,45.39,65.37,1082,29.19,0,1.146,489.92,B07,-0.1846031886504178,486.43,0
REG-00439,20/04/2025 18:00,linha b,NOITE,M08,5,744.95,C,4.742,bar,2.065,42.73,49.24,2674,43.94,0,1.421,506.77,B07,0.001305867904248801,496.06,0
REG-00440,04-21-2025 00:00,linha_C,N,M03,13,737.32,C,4.593,bar,3.553,41.01,55.66,1304,35.05,1,2.643,489.55,A12,1.8084482003859388,"476,50",0
REG-00441,2025-04-21 06:00:00,linha_A,Matutino,M08,5,772.7,C,6.054,bar,2.48,48.89,69.58,2209,39.67,0,1.351,515.81,B07,1.3484520608444754,520.42,1
REG-00442,21/04/2025 12:00,linha_B,Vespertino,M08,9,1426.42,F,82.99,psi,3.186,39.85,50.85,1815,51.99,1,2.729,546.82,C99,-1.0340745976463839,525.33,0
REG-00443,04-21-2025 18:00,A,Matutino,M08,13,740.08,C,4.161,bar,2.812,43.76,46.72,2730,48.02,0,1.81,518.61,A12,0.20176941933177958,493.09,0
REG-00444,2025-04-22 00:00:00,linha a,M,M03,1,778.57,C,-3.0,bar,2.114,43.86,72.02,4066,24.2,0,1.725,540.63,X00,0.219310314122081,"525,18",0
REG-00445,22/04/2025 06:00,B,TARDE,M02,12,810.12,C,94.067,psi,3.891,39.26,55.55,2691,61.76,0,3.282,590.06,B07,-0.2304373527647899,"574,99",1
REG-00446,04-22-2025 12:00,L-C,Manhã,M05,5,752.31,C,5.835,bar,2.034,38.36,68.09,3139,49.76,1,2.631,563.66,C99,-0.16668852488121655,550.69,0
REG-00447,2025-04-22 18:00:00,L-B,noite,M08,11,772.81,C,5.946,bar,2.946,40.41,46.78,1400,35.71,0,1.852,392.93,A12,-0.3539497432921963,389.67,0
REG-00448,23/04/2025 00:00,L-A,Noite,M08,3,758.69,C,5.144,bar,1.654,39.79,71.88,1274,23.07,0,2.456,454.93,A12,1.8727084868833057,449.07,0
REG-00449,04-23-2025 06:00,B,NOITE,M05,3,766.53,C,79.064,psi,1.734,35.44,58.28,4901,27.18,0,0.747,523.29,X00,-0.41618425343394433,507.96,0
REG-00450,2025-04-23 12:00:00,L-A,Matutino,M02,12,,C,4.152,bar,3.83,39.07,60.22,3403,55.94,0,3.001,522.21,X00,0.3409371435992682,522.17,0
REG-00451,23/04/2025 18:00,linha_C,manha,M04,13,724.2,C,4.041,bar,"2,738",43.2,56.58,865,53.91,2,2.865,512.03,A12,-2.5290301337291674,512.82,0
REG-00452,04-24-2025 00:00,,Matutino,M06,15,761.88,C,5.912,bar,3.026,47.7,48.93,3173,62.48,2,1.212,576.8,X00,0.8235683833998559,571.41,0
REG-00453,2025-04-24 06:00:00,A,manha,M05,11,736.38,C,5.572,bar,3.655,44.49,54.98,842,44.29,2,3.18,531.01,X00,1.1842548072524361,517.99,0
